physical_sample_id,scanner,feature,feature_label,role,expected_direction,baseline,partial,clean,expected_baseline_to_partial,expected_partial_to_clean,expected_baseline_to_clean,fully_monotonic
BCG3-5,iTERO,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.1097819010416666,0.0899818359647897,0.0,True,True,True,True
BCG3-6,LABscanner,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.5241849734175945,0.0081801247266542,0.0,True,True,True,True
BCG3-6,TRIOS3,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.1973626465486614,0.0001696424784766,0.0,True,True,True,True
BCG3-6,TRIOS5,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.5721502804354999,0.0001882175795219,0.0,True,True,True,True
BCG3-6,iTERO,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.427331256490135,0.0044126340680685,0.0,True,True,True,True
BCG3-7,LABscanner,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.574676103646833,0.0218058056473474,0.0208189032475114,True,True,True,True
BCG3-7,TRIOS3,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.3949524476100292,0.0043395101083849,0.0,True,True,True,True
BCG3-7,TRIOS5,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.4790446712397523,0.0026378647834666,0.0,True,True,True,True
BCG3-7,iTERO,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.1021644500611823,0.0061632322729253,0.0,True,True,True,True
BCG3-8,LABscanner,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.7378220611916264,0.1146698219057916,0.0007203457659676,True,True,True,True
BCG3-8,TRIOS3,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.3125606157528734,0.0803441399861089,0.0,True,True,True,True
BCG3-8,TRIOS5,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.7757965013098961,0.0614900584294672,0.0,True,True,True,True
BCG3-8,iTERO,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.0800726807210257,0.0437863260150746,0.0,True,True,True,True
BCG4-1,LABscanner,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.0614597178963239,0.3587557463699143,0.0,False,True,True,False
BCG4-1,TRIOS3,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.9999794162446995,0.0895425367676931,0.0,True,True,True,True
BCG4-1,TRIOS5,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.9826430379746836,0.2012677967474735,0.0,True,True,True,True
BCG4-1,iTERO,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.9965771293803352,0.0946988676220062,0.0,True,True,True,True
BCG4-2,LABscanner,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.079063666633034,0.0161047107786959,0.0,True,True,True,True
BCG4-2,TRIOS3,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.4916932371203222,0.0276778300581234,0.0,True,True,True,True
BCG4-2,iTERO,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.9543750916057706,0.0090071219103477,0.0,True,True,True,True
BCG4-3,LABscanner,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.1110095934216537,0.1085036174704351,0.0,True,True,True,True
BCG4-3,TRIOS3,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.5829651349614395,0.0679082298103444,0.0,True,True,True,True
BCG4-3,TRIOS5,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.9851661763785442,0.0786798871556588,0.0,True,True,True,True
BCG4-3,iTERO,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.9559492554662604,0.059589737207807,0.0,True,True,True,True
BCG4-4,LABscanner,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.0015271216810555,0.2064154743422984,0.0,False,True,True,False
BCG4-4,TRIOS3,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.9905849570412276,0.2322408026755852,0.0,True,True,True,True
BCG4-4,TRIOS5,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.999414470932664,0.2830892541195028,0.0,True,True,True,True
BCG4-4,iTERO,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.970037153929128,0.214115748308469,0.0,True,True,True,True
BCG4-5,LABscanner,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.000913427382523,0.4663204122967092,0.0,False,True,True,False
BCG4-5,TRIOS3,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.0459656778416481,0.0266849581802894,0.0,True,True,True,True
BCG4-5,TRIOS5,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.6007057047869628,0.1136511552229092,0.0,True,True,True,True
BCG4-5,iTERO,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.9662399070345216,0.1182477828540714,0.0,True,True,True,True
BCG4-6,LABscanner,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.000518775689373,0.4693344655556735,0.0,False,True,True,False
BCG4-6,TRIOS3,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.9457953394123608,0.2700505243493398,0.0,True,True,True,True
BCG4-6,TRIOS5,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.999851193639591,0.3307616264076334,0.0,True,True,True,True
BCG4-6,iTERO,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.7479398138657701,0.3061388849739263,0.0,True,True,True,True
BCG4-7,LABscanner,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.0,0.2385033822437222,0.0,False,True,False,False
BCG4-7,TRIOS3,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.2480781089414183,0.1735699779996615,0.0,True,True,True,True
BCG4-7,TRIOS5,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.9832198244030524,0.1672668902928405,0.0,True,True,True,True
BCG4-7,iTERO,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.9945091818680984,0.2017085324926268,0.0,True,True,True,True
BCG4-8,LABscanner,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.0004431017119838,0.261010153269094,0.0,False,True,True,False
BCG4-8,TRIOS3,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.6828522351166786,0.4354684926757389,0.0,True,True,True,True
BCG4-8,TRIOS5,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.9181210036507904,0.4082481225338368,0.0,True,True,True,True
BCG4-8,iTERO,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.9537597578461048,0.3843865236339255,0.0,True,True,True,True
BCG3-1,ALL_SCANNERS_MEDIAN,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.854296025799319,0.06865032594566695,0.0,True,True,True,True
BCG3-2,ALL_SCANNERS_MEDIAN,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.7182162938105603,0.17005902279531998,0.0,True,True,True,True
BCG3-3,ALL_SCANNERS_MEDIAN,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.7059281232641441,0.07054335163286735,0.0,True,True,True,True
BCG3-4,ALL_SCANNERS_MEDIAN,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.45769518942016824,0.21402683140240558,0.0,True,True,True,True
BCG3-5,ALL_SCANNERS_MEDIAN,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.7476060060038501,0.08432546951317965,0.0,True,True,True,True
BCG3-6,ALL_SCANNERS_MEDIAN,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.4757581149538648,0.0023004258237952,0.0,True,True,True,True
BCG3-7,ALL_SCANNERS_MEDIAN,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.43699855942489074,0.0052513711906551006,0.0,True,True,True,True
BCG3-8,ALL_SCANNERS_MEDIAN,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.52519133847225,0.07091709920778805,0.0,True,True,True,True
BCG4-1,ALL_SCANNERS_MEDIAN,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.9896100836775094,0.14798333218473986,0.0,True,True,True,True
BCG4-2,ALL_SCANNERS_MEDIAN,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.5585729932720478,0.0161047107786959,0.0,True,True,True,True
BCG4-3,ALL_SCANNERS_MEDIAN,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.76945719521385,0.0732940584830016,0.0,True,True,True,True
BCG4-4,ALL_SCANNERS_MEDIAN,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.9803110554851778,0.2231782754920271,0.0,True,True,True,True
BCG4-5,ALL_SCANNERS_MEDIAN,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.32333569131430545,0.1159494690384903,0.0,True,True,True,True
BCG4-6,ALL_SCANNERS_MEDIAN,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.8468675766390654,0.31845025569077984,0.0,True,True,True,True
BCG4-7,ALL_SCANNERS_MEDIAN,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.6156489666722353,0.18763925524614417,0.0,True,True,True,True
BCG4-8,ALL_SCANNERS_MEDIAN,color_cluster_1_fraction,Reddest-cluster fraction,SECONDARY,decrease,0.8004866193837346,0.3963173230838811,0.0,True,True,True,True
BCG3-1,LABscanner,lab_L_mean,Mean L* (lightness),SECONDARY,increase,53.49922443927445,54.135724809453706,54.88844528351633,True,True,True,True
BCG3-1,TRIOS3,lab_L_mean,Mean L* (lightness),SECONDARY,increase,46.011223325382936,52.74357079352836,55.30552934413466,True,True,True,True
BCG3-1,TRIOS5,lab_L_mean,Mean L* (lightness),SECONDARY,increase,49.29560772910097,55.61388035921817,56.889650994425,True,True,True,True
BCG3-1,iTERO,lab_L_mean,Mean L* (lightness),SECONDARY,increase,46.58082892625435,53.31804121672606,55.6663930881025,True,True,True,True
BCG3-2,LABscanner,lab_L_mean,Mean L* (lightness),SECONDARY,increase,55.545845806609904,55.5163315912917,56.3080146835374,False,True,True,False
BCG3-2,TRIOS3,lab_L_mean,Mean L* (lightness),SECONDARY,increase,48.32898712342292,52.51822190148167,54.68317811080277,True,True,True,True
BCG3-2,TRIOS5,lab_L_mean,Mean L* (lightness),SECONDARY,increase,47.78101404874441,53.92686292399819,55.857250522554416,True,True,True,True
BCG3-2,iTERO,lab_L_mean,Mean L* (lightness),SECONDARY,increase,47.81171811715949,50.64969465100071,51.97919822016248,True,True,True,True
BCG3-3,LABscanner,lab_L_mean,Mean L* (lightness),SECONDARY,increase,55.42219856901265,53.31061142665372,54.78050021877481,False,True,False,False
BCG3-3,TRIOS3,lab_L_mean,Mean L* (lightness),SECONDARY,increase,47.53098283800139,51.87623368227322,54.28633466417867,True,True,True,True
BCG3-3,TRIOS5,lab_L_mean,Mean L* (lightness),SECONDARY,increase,49.39142994404288,53.24486929195935,56.98540068980155,True,True,True,True
BCG3-3,iTERO,lab_L_mean,Mean L* (lightness),SECONDARY,increase,48.02579983376673,49.12975981430522,56.80438142120776,True,True,True,True
BCG3-4,LABscanner,lab_L_mean,Mean L* (lightness),SECONDARY,increase,55.35484545879002,53.36059364767063,54.67875619257046,False,True,False,False
BCG3-4,TRIOS3,lab_L_mean,Mean L* (lightness),SECONDARY,increase,49.09387293450896,50.34661416426321,55.06339062982341,True,True,True,True
BCG3-4,TRIOS5,lab_L_mean,Mean L* (lightness),SECONDARY,increase,50.45523303588783,52.293662431889935,55.60534428642536,True,True,True,True
BCG3-4,iTERO,lab_L_mean,Mean L* (lightness),SECONDARY,increase,49.18437493287507,52.38183853020345,54.349759215841424,True,True,True,True
BCG3-5,LABscanner,lab_L_mean,Mean L* (lightness),SECONDARY,increase,56.56325976187494,53.71123240326573,54.48361583624707,False,True,False,False
BCG3-5,TRIOS3,lab_L_mean,Mean L* (lightness),SECONDARY,increase,46.55769023560174,52.14881409890398,53.253533851152326,True,True,True,True
BCG3-5,TRIOS5,lab_L_mean,Mean L* (lightness),SECONDARY,increase,48.715216423213775,54.33017085795908,55.03257897201904,True,True,True,True
BCG3-5,iTERO,lab_L_mean,Mean L* (lightness),SECONDARY,increase,51.576256666960525,55.78065432547137,53.4395284327849,True,False,True,False
BCG3-6,LABscanner,lab_L_mean,Mean L* (lightness),SECONDARY,increase,55.72152821303534,54.74596733713603,55.079855596910846,False,True,False,False
BCG3-6,TRIOS3,lab_L_mean,Mean L* (lightness),SECONDARY,increase,49.53069200758966,53.22641734468934,53.59670675103015,True,True,True,True
BCG3-6,TRIOS5,lab_L_mean,Mean L* (lightness),SECONDARY,increase,51.93883414404211,55.2541023690893,55.439476520610384,True,True,True,True
BCG3-6,iTERO,lab_L_mean,Mean L* (lightness),SECONDARY,increase,46.66780012948856,53.665035565151214,55.52723494072045,True,True,True,True
BCG3-7,LABscanner,lab_L_mean,Mean L* (lightness),SECONDARY,increase,55.25435858632191,54.13519636758927,56.0675823074144,False,True,True,False
BCG3-7,TRIOS3,lab_L_mean,Mean L* (lightness),SECONDARY,increase,48.6925900068458,53.38038775992488,54.087517847960434,True,True,True,True
BCG3-7,TRIOS5,lab_L_mean,Mean L* (lightness),SECONDARY,increase,51.38738436727637,54.98425619534133,56.038800818714506,True,True,True,True
BCG3-7,iTERO,lab_L_mean,Mean L* (lightness),SECONDARY,increase,47.79281542286648,53.557910484897015,53.05695443750832,True,False,True,False
BCG3-8,LABscanner,lab_L_mean,Mean L* (lightness),SECONDARY,increase,57.038123898030406,54.38823397885084,54.75349845109309,False,True,False,False
BCG3-8,TRIOS3,lab_L_mean,Mean L* (lightness),SECONDARY,increase,49.08699612320637,52.690603454572944,53.85696192022281,True,True,True,True
BCG3-8,TRIOS5,lab_L_mean,Mean L* (lightness),SECONDARY,increase,49.08232937235348,54.134415881221344,55.28203305567117,True,True,True,True
BCG3-8,iTERO,lab_L_mean,Mean L* (lightness),SECONDARY,increase,46.9129890720217,54.35088848573427,52.52952639897343,True,False,True,False
BCG4-1,LABscanner,lab_L_mean,Mean L* (lightness),SECONDARY,increase,59.190951938141765,53.87495077003442,63.62110303420052,False,True,True,False
BCG4-1,TRIOS3,lab_L_mean,Mean L* (lightness),SECONDARY,increase,44.72354271349205,51.254912145484106,56.02089837212596,True,True,True,True
BCG4-1,TRIOS5,lab_L_mean,Mean L* (lightness),SECONDARY,increase,45.80010331439378,52.74258759776465,57.6605791580907,True,True,True,True
BCG4-1,iTERO,lab_L_mean,Mean L* (lightness),SECONDARY,increase,46.57515119400234,50.70127145996402,57.92257123941636,True,True,True,True
BCG4-2,LABscanner,lab_L_mean,Mean L* (lightness),SECONDARY,increase,60.293707860859854,54.986492078548594,62.677181904827336,False,True,True,False
BCG4-2,TRIOS3,lab_L_mean,Mean L* (lightness),SECONDARY,increase,48.85603331175847,53.42502154210607,54.51158978653682,True,True,True,True
BCG4-2,iTERO,lab_L_mean,Mean L* (lightness),SECONDARY,increase,44.82202611794936,48.82871974016063,53.612455516114046,True,True,True,True
BCG4-3,LABscanner,lab_L_mean,Mean L* (lightness),SECONDARY,increase,61.91335023428361,54.2067239985143,63.50818110672107,False,True,True,False
BCG4-3,TRIOS3,lab_L_mean,Mean L* (lightness),SECONDARY,increase,48.166533021023554,51.55792044007133,53.99443757382282,True,True,True,True
BCG4-3,TRIOS5,lab_L_mean,Mean L* (lightness),SECONDARY,increase,45.95692579241776,53.43707974678944,56.1089798819817,True,True,True,True
BCG4-3,iTERO,lab_L_mean,Mean L* (lightness),SECONDARY,increase,49.746738506303984,52.59091326145779,52.98299154001457,True,True,True,True
BCG4-4,LABscanner,lab_L_mean,Mean L* (lightness),SECONDARY,increase,63.75996913183786,53.775191743439095,61.77425131283486,False,True,False,False
BCG4-4,TRIOS3,lab_L_mean,Mean L* (lightness),SECONDARY,increase,44.83263793368428,50.03492582757567,55.87256700738589,True,True,True,True
BCG4-4,TRIOS5,lab_L_mean,Mean L* (lightness),SECONDARY,increase,46.294601776360814,50.82012171268092,55.72061987578512,True,True,True,True
BCG4-4,iTERO,lab_L_mean,Mean L* (lightness),SECONDARY,increase,49.508834804479655,49.52735613466197,55.39007360115655,True,True,True,True
BCG4-5,LABscanner,lab_L_mean,Mean L* (lightness),SECONDARY,increase,62.41014806397879,54.85746515260284,62.18089578326977,False,True,False,False
BCG4-5,TRIOS3,lab_L_mean,Mean L* (lightness),SECONDARY,increase,51.00145294965439,50.6928224234903,54.33594374417186,False,True,True,False
BCG4-5,TRIOS5,lab_L_mean,Mean L* (lightness),SECONDARY,increase,50.61012731598769,52.77652797556296,56.40218921861766,True,True,True,True
BCG4-5,iTERO,lab_L_mean,Mean L* (lightness),SECONDARY,increase,49.41874755683697,53.60040492609193,55.122087573588125,True,True,True,True
BCG4-6,LABscanner,lab_L_mean,Mean L* (lightness),SECONDARY,increase,63.43710073844624,54.05817474149381,62.48829830523867,False,True,False,False
BCG4-6,TRIOS3,lab_L_mean,Mean L* (lightness),SECONDARY,increase,46.448103996434256,53.066841569683234,55.62955882885659,True,True,True,True
BCG4-6,TRIOS5,lab_L_mean,Mean L* (lightness),SECONDARY,increase,43.439304118634176,51.95313669031094,57.74026373971329,True,True,True,True
BCG4-6,iTERO,lab_L_mean,Mean L* (lightness),SECONDARY,increase,46.20432053066429,51.43080980860225,54.084648942646375,True,True,True,True
BCG4-7,LABscanner,lab_L_mean,Mean L* (lightness),SECONDARY,increase,61.80161849350314,54.38360509625421,62.17444737052466,False,True,True,False
BCG4-7,TRIOS3,lab_L_mean,Mean L* (lightness),SECONDARY,increase,49.72968226040795,50.70622516184149,53.90607370382547,True,True,True,True
BCG4-7,TRIOS5,lab_L_mean,Mean L* (lightness),SECONDARY,increase,46.11601027057327,51.89753579863492,56.76847803621144,True,True,True,True
BCG4-7,iTERO,lab_L_mean,Mean L* (lightness),SECONDARY,increase,49.64995745872712,50.82974668207202,59.72002076210399,True,True,True,True
BCG4-8,LABscanner,lab_L_mean,Mean L* (lightness),SECONDARY,increase,64.24159822112782,53.306589122938256,60.41879141504592,False,True,False,False
BCG4-8,TRIOS3,lab_L_mean,Mean L* (lightness),SECONDARY,increase,47.35254310874133,48.99597079132318,54.74730742814869,True,True,True,True
BCG4-8,TRIOS5,lab_L_mean,Mean L* (lightness),SECONDARY,increase,47.855141816585245,51.21710064175808,56.47188491914594,True,True,True,True
BCG4-8,iTERO,lab_L_mean,Mean L* (lightness),SECONDARY,increase,46.61656934714673,50.87129629822749,55.05185568096682,True,True,True,True
BCG3-1,ALL_SCANNERS_MEDIAN,lab_L_mean,Mean L* (lightness),SECONDARY,increase,47.93821832767766,53.72688301308988,55.48596121611858,True,True,True,True
BCG3-2,ALL_SCANNERS_MEDIAN,lab_L_mean,Mean L* (lightness),SECONDARY,increase,48.0703526202912,53.22254241273993,55.27021431667859,True,True,True,True
BCG3-3,ALL_SCANNERS_MEDIAN,lab_L_mean,Mean L* (lightness),SECONDARY,increase,48.708614888904805,52.560551487116285,55.792440819991285,True,True,True,True
BCG3-4,ALL_SCANNERS_MEDIAN,lab_L_mean,Mean L* (lightness),SECONDARY,increase,49.81980398438145,52.3377504810467,54.87107341119693,True,True,True,True
BCG3-5,ALL_SCANNERS_MEDIAN,lab_L_mean,Mean L* (lightness),SECONDARY,increase,50.145736545087146,54.02070163061241,53.96157213451598,True,False,True,False
BCG3-6,ALL_SCANNERS_MEDIAN,lab_L_mean,Mean L* (lightness),SECONDARY,increase,50.734763075815884,54.20550145114362,55.259666058760615,True,True,True,True
BCG3-7,ALL_SCANNERS_MEDIAN,lab_L_mean,Mean L* (lightness),SECONDARY,increase,50.03998718706109,53.84655342624315,55.06315933333747,True,True,True,True
BCG3-8,ALL_SCANNERS_MEDIAN,lab_L_mean,Mean L* (lightness),SECONDARY,increase,49.08466274777992,54.2426521834778,54.30523018565795,True,True,True,True
BCG4-1,ALL_SCANNERS_MEDIAN,lab_L_mean,Mean L* (lightness),SECONDARY,increase,46.18762725419806,51.998749871624376,57.79157519875353,True,True,True,True
BCG4-2,ALL_SCANNERS_MEDIAN,lab_L_mean,Mean L* (lightness),SECONDARY,increase,49.43949656284896,53.42502154210607,55.0368121545185,True,True,True,True
BCG4-3,ALL_SCANNERS_MEDIAN,lab_L_mean,Mean L* (lightness),SECONDARY,increase,48.95663576366377,53.01399650412362,55.051708727902266,True,True,True,True
BCG4-4,ALL_SCANNERS_MEDIAN,lab_L_mean,Mean L* (lightness),SECONDARY,increase,47.901718290420234,50.427523770128296,55.7965934415855,True,True,True,True
BCG4-5,ALL_SCANNERS_MEDIAN,lab_L_mean,Mean L* (lightness),SECONDARY,increase,50.805790132821045,53.18846645082745,55.76213839610289,True,True,True,True
BCG4-6,ALL_SCANNERS_MEDIAN,lab_L_mean,Mean L* (lightness),SECONDARY,increase,46.32621226354927,52.50998912999709,56.68491128428494,True,True,True,True
BCG4-7,ALL_SCANNERS_MEDIAN,lab_L_mean,Mean L* (lightness),SECONDARY,increase,49.689819859567535,51.36364124035347,58.24424939915772,True,True,True,True
BCG4-8,ALL_SCANNERS_MEDIAN,lab_L_mean,Mean L* (lightness),SECONDARY,increase,47.60384246266329,51.044198469992786,55.76187030005638,True,True,True,True
